No,Age,Education,Industry,Experience ,Marital Status,Own House,Dependents,Income,Loan Affordability
9256,49,No schooling,Arts & Media,31,MARRIED,NO,1,64385.60627,YES
9275,37,No schooling,Construction ,19,MARRIED,NO,1,78385.60627,NO
9286,53,No schooling,Steel ,35,MARRIED,NO,2,78385.60627,YES
9331,29,No schooling,Arts & Media,11,MARRIED,YES,1,65385.60627,NO
9350,27,No schooling,Construction ,9,SINGLE,NO,3,68385.60627,YES
9361,34,No schooling,Steel ,16,MARRIED,NO,2,69385.60627,NO
9406,36,No schooling,Arts & Media,18,MARRIED,NO,0,89385.60627,NO
9425,47,No schooling,Construction ,29,MARRIED,NO,0,65385.60627,NO
9436,28,No schooling,Steel ,10,MARRIED,YES,2,62385.60627,NO
9481,50,No schooling,Arts & Media,32,MARRIED,NO,1,69385.60627,YES
9500,55,No schooling,Construction ,37,MARRIED,YES,3,60385.60627,NO
9511,45,No schooling,Steel ,27,SINGLE,NO,3,53385.60627,YES
9556,53,No schooling,Arts & Media,35,SINGLE,YES,3,65385.60627,YES
9575,49,No schooling,Construction ,31,SINGLE,NO,1,88385.60627,NO
9586,51,No schooling,Steel ,33,SINGLE,NO,0,57385.60627,YES
9631,48,No schooling,Arts & Media,30,MARRIED,NO,2,64385.60627,YES
9650,30,No schooling,Construction ,12,MARRIED,NO,2,90385.60627,NO
9661,43,No schooling,Steel ,25,SINGLE,NO,1,53385.60627,YES
9706,26,No schooling,Arts & Media,8,MARRIED,NO,3,55385.60627,YES
9725,26,No schooling,Construction ,8,MARRIED,YES,1,92385.60627,YES
9736,35,No schooling,Steel ,17,SINGLE,YES,0,56385.60627,YES
9781,51,No schooling,Arts & Media,33,SINGLE,YES,3,73385.60627,YES
9800,40,No schooling,Construction ,22,SINGLE,YES,2,71385.60627,NO
9811,48,No schooling,Steel ,30,MARRIED,YES,1,71385.60627,YES
9856,41,No schooling,Arts & Media,23,MARRIED,YES,3,90385.60627,NO
9875,52,No schooling,Construction ,34,SINGLE,NO,1,71385.60627,NO
9886,30,No schooling,Steel ,12,MARRIED,NO,2,89385.60627,NO
9931,34,No schooling,Arts & Media,16,MARRIED,YES,3,71385.60627,NO
9950,54,No schooling,Construction ,36,SINGLE,YES,1,66385.60627,YES
9961,42,No schooling,Steel ,24,MARRIED,NO,1,56385.60627,NO
10006,29,No schooling,Arts & Media,11,SINGLE,NO,2,81385.60627,NO
10025,34,No schooling,Construction ,16,SINGLE,NO,2,70385.60627,NO
10036,25,No schooling,Steel ,7,SINGLE,NO,2,84385.60627,NO
10081,42,No schooling,Arts & Media,24,SINGLE,NO,1,79385.60627,NO
10100,36,No schooling,Construction ,18,SINGLE,YES,0,69385.60627,YES
10111,25,No schooling,Steel ,7,MARRIED,NO,2,77385.60627,NO
10156,35,No schooling,Arts & Media,17,MARRIED,YES,2,89385.60627,NO
10175,34,No schooling,Construction ,16,MARRIED,NO,2,83385.60627,YES
10186,27,No schooling,Steel ,9,MARRIED,YES,0,64385.60627,YES
10231,38,No schooling,Arts & Media,20,SINGLE,YES,0,56385.60627,NO
10250,34,No schooling,Construction ,16,MARRIED,YES,2,71385.60627,NO
10261,27,No schooling,Steel ,9,SINGLE,NO,2,78385.60627,YES
10306,54,No schooling,Arts & Media,36,SINGLE,NO,3,57385.60627,NO
10325,28,No schooling,Construction ,10,MARRIED,YES,2,68385.60627,YES
10336,28,No schooling,Steel ,10,MARRIED,YES,1,72385.60627,NO
10381,45,No schooling,Arts & Media,27,MARRIED,NO,2,66385.60627,NO
10400,29,No schooling,Construction ,11,MARRIED,NO,3,74385.60627,NO
10411,49,No schooling,Steel ,31,MARRIED,YES,3,78385.60627,NO
10456,49,No schooling,Arts & Media,31,MARRIED,YES,2,71385.60627,NO
10475,43,No schooling,Construction ,25,MARRIED,NO,1,70385.60627,NO
10486,25,No schooling,Steel ,7,SINGLE,YES,3,70385.60627,YES
10531,52,No schooling,Arts & Media,34,SINGLE,NO,0,81385.60627,YES
10550,44,No schooling,Construction ,26,MARRIED,NO,0,71385.60627,NO
10561,54,No schooling,Steel ,36,MARRIED,NO,1,72385.60627,NO
10606,36,No schooling,Arts & Media,18,MARRIED,YES,0,70385.60627,NO
10625,41,No schooling,Construction ,23,MARRIED,NO,1,67385.60627,YES
10636,26,No schooling,Steel ,8,SINGLE,YES,0,88385.60627,NO
10681,48,No schooling,Arts & Media,30,MARRIED,NO,2,77385.60627,YES
10700,27,No schooling,Construction ,9,SINGLE,NO,3,70385.60627,NO
10711,52,No schooling,Steel ,34,SINGLE,YES,0,61385.60627,NO
10756,47,No schooling,Arts & Media,29,MARRIED,YES,1,57385.60627,NO
10775,46,No schooling,Construction ,28,MARRIED,YES,2,78385.60627,NO
10786,30,No schooling,Steel ,12,MARRIED,NO,1,80385.60627,NO
10831,45,No schooling,Arts & Media,27,MARRIED,NO,1,88385.60627,NO
10850,45,No schooling,Construction ,27,MARRIED,YES,2,92385.60627,NO
10861,42,No schooling,Steel ,24,MARRIED,NO,2,85385.60627,NO
10906,41,No schooling,Arts & Media,23,MARRIED,NO,0,83385.60627,NO
10925,41,No schooling,Construction ,23,SINGLE,YES,0,54385.60627,YES
10936,29,No schooling,Steel ,11,MARRIED,NO,1,65385.60627,NO
10981,40,No schooling,Arts & Media,22,MARRIED,NO,0,83385.60627,NO
11000,32,No schooling,Construction ,14,MARRIED,NO,3,66385.60627,YES
11011,40,No schooling,Steel ,22,MARRIED,YES,0,75385.60627,YES
11056,29,No schooling,Arts & Media,11,SINGLE,NO,0,85385.60627,NO
11075,40,No schooling,Construction ,22,SINGLE,YES,0,69385.60627,YES
11086,48,No schooling,Steel ,30,MARRIED,YES,3,72385.60627,NO
11131,34,No schooling,Arts & Media,16,SINGLE,YES,3,85385.60627,NO
11150,49,No schooling,Construction ,31,SINGLE,NO,1,61385.60627,NO
11161,51,No schooling,Steel ,33,MARRIED,YES,3,77385.60627,YES
11206,52,No schooling,Arts & Media,34,MARRIED,YES,2,85385.60627,NO
11225,41,No schooling,Construction ,23,MARRIED,YES,3,66385.60627,NO
11236,37,No schooling,Steel ,19,SINGLE,NO,0,61385.60627,NO
11281,40,No schooling,Arts & Media,22,SINGLE,YES,2,78385.60627,YES
11300,49,No schooling,Construction ,31,SINGLE,NO,2,88385.60627,YES
11311,52,No schooling,Steel ,34,SINGLE,NO,1,73385.60627,YES
11356,35,No schooling,Arts & Media,17,SINGLE,NO,0,82385.60627,NO
11375,28,No schooling,Construction ,10,MARRIED,YES,1,92385.60627,YES
11386,49,No schooling,Steel ,31,DIVORCED,NO,2,62385.60627,NO
11431,40,No schooling,Arts & Media,22,MARRIED,YES,2,84385.60627,YES
11450,44,No schooling,Construction ,26,DIVORCED,YES,1,77385.60627,YES
11461,28,No schooling,Steel ,10,DIVORCED,NO,3,68385.60627,NO
11506,32,No schooling,Arts & Media,14,MARRIED,NO,3,63385.60627,NO
11525,34,No schooling,Construction ,16,MARRIED,YES,1,64385.60627,NO
11536,36,No schooling,Steel ,18,MARRIED,NO,0,81385.60627,YES
11581,38,No schooling,Arts & Media,20,MARRIED,YES,1,83385.60627,YES
11600,53,No schooling,Construction ,35,MARRIED,NO,0,70385.60627,NO
11611,51,No schooling,Steel ,33,MARRIED,YES,1,82385.60627,YES
11656,26,No schooling,Arts & Media,8,SINGLE,NO,0,73385.60627,YES
11675,45,No schooling,Construction ,27,SINGLE,YES,3,59385.60627,NO
11686,28,No schooling,Steel ,10,DIVORCED,YES,0,79385.60627,NO
11731,47,No schooling,Arts & Media,29,DIVORCED,NO,3,77385.60627,NO
11750,42,No schooling,Construction ,24,DIVORCED,YES,1,73385.60627,NO
11761,30,No schooling,Steel ,12,SINGLE,NO,1,54385.60627,YES
11806,25,No schooling,Arts & Media,7,SINGLE,NO,3,75385.60627,NO
11825,27,No schooling,Construction ,9,MARRIED,YES,0,78385.60627,YES
11836,32,No schooling,Steel ,14,DIVORCED,NO,3,63385.60627,YES
11881,39,No schooling,Arts & Media,21,MARRIED,NO,0,74385.60627,NO
11900,26,No schooling,Construction ,8,MARRIED,NO,2,73385.60627,YES
11911,52,No schooling,Steel ,34,DIVORCED,NO,1,77385.60627,NO
11956,34,No schooling,Arts & Media,16,SINGLE,NO,3,78385.60627,NO
11975,46,No schooling,Construction ,28,DIVORCED,YES,0,82385.60627,YES
11986,35,No schooling,Steel ,17,DIVORCED,NO,1,90385.60627,YES
12031,33,No schooling,Arts & Media,15,SINGLE,NO,1,68385.60627,NO
12050,44,No schooling,Construction ,26,DIVORCED,YES,3,73385.60627,YES
12061,43,No schooling,Steel ,25,DIVORCED,YES,1,63385.60627,YES
12106,32,No schooling,Arts & Media,14,SINGLE,YES,1,84385.60627,YES
12125,30,No schooling,Construction ,12,SINGLE,NO,3,61385.60627,NO
12136,55,No schooling,Steel ,37,MARRIED,NO,0,86385.60627,NO
12181,43,No schooling,Arts & Media,25,DIVORCED,NO,1,66385.60627,NO
12200,31,No schooling,Construction ,13,MARRIED,NO,1,80385.60627,YES
12211,49,No schooling,Steel ,31,DIVORCED,NO,0,79385.60627,YES
12256,26,No schooling,Arts & Media,8,MARRIED,NO,0,78385.60627,NO
12275,27,No schooling,Construction ,9,MARRIED,NO,1,89385.60627,NO
12286,26,No schooling,Steel ,8,SINGLE,NO,1,77385.60627,NO
12331,41,No schooling,Arts & Media,23,MARRIED,YES,2,90385.60627,NO
12350,52,No schooling,Construction ,34,SINGLE,NO,2,77385.60627,NO
12361,45,No schooling,Steel ,27,DIVORCED,YES,0,80385.60627,NO
12406,46,No schooling,Arts & Media,28,SINGLE,NO,3,81385.60627,NO
12425,44,No schooling,Construction ,26,DIVORCED,NO,1,85385.60627,NO
12436,45,No schooling,Steel ,27,SINGLE,YES,1,76385.60627,NO
12481,52,No schooling,Arts & Media,34,SINGLE,NO,1,81385.60627,YES
12500,26,No schooling,Construction ,8,SINGLE,NO,0,78385.60627,NO
12511,49,No schooling,Steel ,31,MARRIED,NO,2,81385.60627,NO
12556,33,No schooling,Arts & Media,15,MARRIED,YES,2,78385.60627,NO
12575,55,No schooling,Construction ,37,DIVORCED,NO,2,54385.60627,YES
12586,49,No schooling,Steel ,31,SINGLE,NO,0,66385.60627,YES
12631,34,No schooling,Arts & Media,16,MARRIED,NO,2,89385.60627,NO
12650,35,No schooling,Construction ,17,MARRIED,YES,0,82385.60627,NO
12661,29,No schooling,Steel ,11,SINGLE,YES,0,71385.60627,NO
12706,53,No schooling,Arts & Media,35,DIVORCED,NO,2,78385.60627,NO
12725,40,No schooling,Construction ,22,SINGLE,YES,1,63385.60627,NO
12736,55,No schooling,Steel ,37,MARRIED,NO,0,65385.60627,YES
12781,45,No schooling,Arts & Media,27,SINGLE,YES,2,81385.60627,NO
12800,50,No schooling,Construction ,32,SINGLE,NO,3,86385.60627,YES
12811,36,No schooling,Steel ,18,DIVORCED,YES,1,68385.60627,NO
12856,54,No schooling,Arts & Media,36,SINGLE,NO,0,74385.60627,NO
12875,55,No schooling,Construction ,37,MARRIED,NO,3,67385.60627,NO
12886,44,No schooling,Steel ,26,DIVORCED,YES,3,83385.60627,YES
12931,40,No schooling,Arts & Media,22,DIVORCED,NO,3,63385.60627,YES
12950,43,No schooling,Construction ,25,DIVORCED,NO,3,53385.60627,NO
12961,50,No schooling,Steel ,32,SINGLE,NO,3,71385.60627,YES
13006,35,No schooling,Arts & Media,17,DIVORCED,NO,3,81385.60627,NO
13025,26,No schooling,Construction ,8,SINGLE,NO,2,80385.60627,NO
13036,29,No schooling,Steel ,11,DIVORCED,YES,2,74385.60627,YES
13081,44,No schooling,Arts & Media,26,SINGLE,YES,3,59385.60627,YES
13100,45,No schooling,Construction ,27,MARRIED,NO,3,62385.60627,NO
13111,52,No schooling,Steel ,34,DIVORCED,NO,3,59385.60627,NO
13156,39,No schooling,Arts & Media,21,DIVORCED,NO,1,62385.60627,NO
13175,38,No schooling,Construction ,20,MARRIED,YES,3,65385.60627,NO
13186,44,No schooling,Steel ,26,DIVORCED,YES,0,85385.60627,NO
13231,48,No schooling,Arts & Media,30,DIVORCED,NO,1,76385.60627,YES
13250,47,No schooling,Construction ,29,SINGLE,NO,3,60385.60627,YES
13261,41,No schooling,Steel ,23,SINGLE,NO,1,58385.60627,YES
13306,47,No schooling,Arts & Media,29,MARRIED,YES,1,84385.60627,NO
13325,40,No schooling,Construction ,22,DIVORCED,YES,3,89385.60627,NO
13336,27,No schooling,Steel ,9,DIVORCED,YES,1,85385.60627,YES
13381,32,No schooling,Arts & Media,14,DIVORCED,YES,2,78385.60627,NO
13400,51,No schooling,Construction ,33,MARRIED,YES,1,70385.60627,YES
13411,43,No schooling,Steel ,25,DIVORCED,YES,1,68385.60627,NO
13456,48,No schooling,Arts & Media,30,DIVORCED,YES,0,67385.60627,NO
13475,40,No schooling,Construction ,22,DIVORCED,NO,1,61385.60627,NO
13486,55,No schooling,Steel ,37,DIVORCED,NO,1,86385.60627,YES
13531,47,No schooling,Arts & Media,29,SINGLE,YES,3,75385.60627,NO
13550,52,No schooling,Construction ,34,SINGLE,YES,3,70385.60627,NO
13561,36,No schooling,Steel ,18,MARRIED,YES,3,81385.60627,NO
13606,34,No schooling,Arts & Media,16,MARRIED,YES,2,87385.60627,YES
13625,47,No schooling,Construction ,29,SINGLE,NO,3,68385.60627,YES
13636,28,No schooling,Steel ,10,DIVORCED,YES,3,73385.60627,NO
13681,28,No schooling,Arts & Media,10,MARRIED,NO,2,72385.60627,YES
13700,53,No schooling,Construction ,35,SINGLE,NO,0,79385.60627,YES
13711,32,No schooling,Steel ,14,DIVORCED,NO,0,66385.60627,NO
13756,43,No schooling,Arts & Media,25,DIVORCED,YES,3,75385.60627,YES
13775,34,No schooling,Construction ,16,DIVORCED,NO,1,73385.60627,YES
13786,33,No schooling,Steel ,15,MARRIED,NO,3,91385.60627,NO
13831,45,No schooling,Arts & Media,27,MARRIED,NO,1,83385.60627,NO
13850,30,No schooling,Construction ,12,DIVORCED,NO,2,59385.60627,NO
13861,28,No schooling,Steel ,10,MARRIED,NO,3,80385.60627,NO
13906,39,No schooling,Arts & Media,21,SINGLE,YES,1,87385.60627,NO
13925,29,No schooling,Construction ,11,SINGLE,NO,2,69385.60627,YES
13936,25,No schooling,Steel ,7,MARRIED,NO,1,63385.60627,NO
13981,33,No schooling,Arts & Media,15,DIVORCED,YES,0,72385.60627,YES
14000,55,No schooling,Construction ,37,MARRIED,NO,2,80385.60627,YES
14011,34,No schooling,Steel ,16,MARRIED,NO,3,83385.60627,NO
14056,44,No schooling,Arts & Media,26,SINGLE,NO,1,80385.60627,NO
14075,47,No schooling,Construction ,29,MARRIED,NO,2,76385.60627,NO
14086,43,No schooling,Steel ,25,SINGLE,NO,0,82385.60627,NO
14131,33,No schooling,Arts & Media,15,SINGLE,NO,3,90385.60627,NO
14150,38,No schooling,Construction ,20,DIVORCED,YES,2,85385.60627,NO
14161,55,No schooling,Steel ,37,DIVORCED,YES,0,63385.60627,NO
14206,27,No schooling,Arts & Media,9,SINGLE,NO,3,69385.60627,NO
14225,50,No schooling,Construction ,32,SINGLE,NO,3,65385.60627,NO
14236,30,No schooling,Steel ,12,DIVORCED,NO,1,73385.60627,NO
14281,51,No schooling,Arts & Media,33,DIVORCED,NO,1,57385.60627,NO
14300,41,No schooling,Construction ,23,DIVORCED,YES,2,77385.60627,NO
14311,45,No schooling,Steel ,27,DIVORCED,NO,3,90385.60627,NO
14356,37,No schooling,Arts & Media,19,SINGLE,NO,2,72385.60627,NO
14375,52,No schooling,Construction ,34,SINGLE,NO,2,80385.60627,NO
14386,42,No schooling,Steel ,24,MARRIED,YES,3,69385.60627,YES
14431,27,No schooling,Arts & Media,9,DIVORCED,NO,0,72385.60627,YES
14450,26,No schooling,Construction ,8,MARRIED,YES,1,73385.60627,YES
14461,37,No schooling,Steel ,19,SINGLE,YES,2,71385.60627,YES
14506,28,No schooling,Arts & Media,10,MARRIED,NO,1,86385.60627,NO
14525,30,No schooling,Construction ,12,SINGLE,YES,1,59385.60627,NO
14536,30,No schooling,Steel ,12,MARRIED,YES,0,81385.60627,NO
14581,45,No schooling,Arts & Media,27,DIVORCED,YES,3,74385.60627,NO
14600,35,No schooling,Construction ,17,MARRIED,YES,2,81385.60627,YES
14611,47,No schooling,Steel ,29,DIVORCED,NO,3,59385.60627,NO
14656,33,No schooling,Arts & Media,15,SINGLE,YES,1,86385.60627,NO
14675,46,No schooling,Construction ,28,SINGLE,YES,2,87385.60627,NO
14686,42,No schooling,Steel ,24,MARRIED,NO,2,63385.60627,YES
14731,36,No schooling,Arts & Media,18,DIVORCED,NO,3,79385.60627,NO
14750,48,No schooling,Construction ,30,SINGLE,YES,1,65385.60627,YES
14761,25,No schooling,Steel ,7,DIVORCED,NO,3,62385.60627,YES
14806,37,No schooling,Arts & Media,19,MARRIED,YES,0,73385.60627,NO
14825,53,No schooling,Construction ,35,MARRIED,YES,2,81385.60627,NO
14836,45,No schooling,Steel ,27,DIVORCED,YES,0,72385.60627,YES
14881,38,No schooling,Arts & Media,20,MARRIED,YES,1,63385.60627,NO
14900,55,No schooling,Construction ,37,MARRIED,YES,0,70385.60627,NO
14911,41,No schooling,Steel ,23,SINGLE,NO,2,76385.60627,NO
14956,50,No schooling,Arts & Media,32,SINGLE,YES,0,88385.60627,NO
14975,50,No schooling,Construction ,32,DIVORCED,YES,2,74385.60627,YES
14986,53,No schooling,Steel ,35,DIVORCED,NO,0,65385.60627,NO
15031,34,No schooling,Arts & Media,16,DIVORCED,NO,3,76385.60627,NO
15050,25,No schooling,Construction ,7,SINGLE,NO,0,65385.60627,NO
15061,54,No schooling,Steel ,36,DIVORCED,YES,3,70385.60627,NO
15106,33,No schooling,Arts & Media,15,DIVORCED,YES,0,80385.60627,NO
15125,38,No schooling,Construction ,20,MARRIED,YES,1,64385.60627,NO
15136,48,No schooling,Steel ,30,MARRIED,NO,2,67385.60627,NO
15181,39,No schooling,Arts & Media,21,DIVORCED,YES,1,89385.60627,NO
15200,36,No schooling,Construction ,18,DIVORCED,YES,3,80385.60627,YES
15211,25,No schooling,Steel ,7,DIVORCED,NO,1,63385.60627,NO
15256,33,No schooling,Arts & Media,15,SINGLE,YES,0,75385.60627,NO
15275,37,No schooling,Construction ,19,MARRIED,NO,3,61385.60627,YES
15286,27,No schooling,Steel ,9,SINGLE,YES,1,81385.60627,NO
15331,32,No schooling,Arts & Media,14,SINGLE,YES,0,85385.60627,YES
15350,36,No schooling,Construction ,18,SINGLE,YES,2,68385.60627,NO
15361,33,No schooling,Steel ,15,MARRIED,YES,2,81385.60627,YES
15406,41,No schooling,Arts & Media,23,MARRIED,NO,3,59385.60627,NO
15425,29,No schooling,Construction ,11,MARRIED,YES,2,72385.60627,YES
15436,32,No schooling,Steel ,14,SINGLE,YES,1,58385.60627,YES
15481,44,No schooling,Arts & Media,26,MARRIED,YES,1,70385.60627,NO
15500,31,No schooling,Construction ,13,DIVORCED,NO,2,70385.60627,NO
15511,41,No schooling,Steel ,23,SINGLE,NO,3,69385.60627,NO
15556,43,No schooling,Arts & Media,25,SINGLE,YES,1,61385.60627,NO
15575,37,No schooling,Construction ,19,MARRIED,YES,3,69385.60627,NO
15586,30,No schooling,Steel ,12,DIVORCED,YES,0,62385.60627,YES
15631,31,No schooling,Arts & Media,13,SINGLE,YES,2,61385.60627,NO
15650,54,No schooling,Construction ,36,MARRIED,NO,3,77385.60627,NO
15661,48,No schooling,Steel ,30,SINGLE,YES,1,70385.60627,YES
15706,32,No schooling,Arts & Media,14,MARRIED,YES,0,66385.60627,NO
15725,25,No schooling,Construction ,7,DIVORCED,NO,2,81385.60627,NO
15736,28,No schooling,Steel ,10,SINGLE,YES,3,60385.60627,YES
15781,38,No schooling,Arts & Media,20,DIVORCED,NO,0,68385.60627,NO
15800,27,No schooling,Construction ,9,MARRIED,YES,2,81385.60627,YES
15811,29,No schooling,Steel ,11,SINGLE,NO,0,79385.60627,YES
15856,32,No schooling,Arts & Media,14,DIVORCED,YES,0,80385.60627,NO
15875,49,No schooling,Construction ,31,DIVORCED,NO,0,75385.60627,YES
15886,39,No schooling,Steel ,21,DIVORCED,YES,1,84385.60627,NO
15931,44,No schooling,Arts & Media,26,DIVORCED,YES,1,62385.60627,NO
15950,55,No schooling,Construction ,37,DIVORCED,YES,0,65385.60627,YES
15961,45,No schooling,Steel ,27,DIVORCED,NO,3,70385.60627,NO
16006,54,No schooling,Arts & Media,36,MARRIED,YES,3,65385.60627,YES
16025,49,No schooling,Construction ,31,SINGLE,NO,3,69385.60627,YES
16036,48,No schooling,Steel ,30,DIVORCED,YES,1,77385.60627,YES
16081,30,No schooling,Arts & Media,12,SINGLE,YES,0,66385.60627,NO
16100,34,No schooling,Construction ,16,MARRIED,YES,2,87385.60627,NO
16111,44,No schooling,Steel ,26,SINGLE,YES,2,71385.60627,NO
16156,54,No schooling,Arts & Media,36,MARRIED,NO,2,66385.60627,YES
16175,38,No schooling,Construction ,20,MARRIED,NO,1,65385.60627,NO
16186,39,No schooling,Steel ,21,SINGLE,NO,2,82385.60627,NO
16231,31,No schooling,Arts & Media,13,DIVORCED,YES,2,79385.60627,NO
16250,39,No schooling,Construction ,21,MARRIED,YES,2,82385.60627,NO
16261,50,No schooling,Steel ,32,MARRIED,NO,2,60385.60627,NO
16306,28,No schooling,Arts & Media,10,DIVORCED,YES,3,61385.60627,NO
16325,46,No schooling,Construction ,28,SINGLE,YES,3,76385.60627,NO
16336,43,No schooling,Steel ,25,SINGLE,NO,1,83385.60627,NO
16381,50,No schooling,Arts & Media,32,DIVORCED,NO,2,72385.60627,YES
16400,35,No schooling,Construction ,17,MARRIED,YES,0,86385.60627,NO
16411,49,No schooling,Steel ,31,DIVORCED,NO,2,58385.60627,YES
16456,52,No schooling,Arts & Media,34,DIVORCED,NO,1,64385.60627,NO
16475,34,No schooling,Construction ,16,MARRIED,YES,1,82385.60627,YES
16486,41,No schooling,Steel ,23,SINGLE,YES,3,66385.60627,NO
16531,31,No schooling,Arts & Media,13,SINGLE,NO,0,73385.60627,YES
16550,31,No schooling,Construction ,13,MARRIED,YES,1,68385.60627,YES
16561,25,No schooling,Steel ,7,SINGLE,YES,2,67385.60627,NO
16606,44,No schooling,Arts & Media,26,DIVORCED,NO,2,75385.60627,YES
16625,47,No schooling,Construction ,29,SINGLE,YES,3,61385.60627,NO
16636,35,No schooling,Steel ,17,SINGLE,YES,2,79385.60627,YES
16681,31,No schooling,Arts & Media,13,SINGLE,NO,0,71385.60627,NO
16700,32,No schooling,Construction ,14,MARRIED,YES,0,65385.60627,YES
16711,49,No schooling,Steel ,31,SINGLE,NO,2,69385.60627,NO
16756,55,No schooling,Arts & Media,37,SINGLE,NO,0,73385.60627,NO
16775,46,No schooling,Construction ,28,SINGLE,YES,2,60385.60627,NO
16786,40,No schooling,Steel ,22,SINGLE,NO,1,72385.60627,YES
16831,50,No schooling,Arts & Media,32,SINGLE,NO,1,66385.60627,NO
16850,36,No schooling,Construction ,18,DIVORCED,YES,2,73385.60627,NO
16861,47,No schooling,Steel ,29,MARRIED,YES,0,71385.60627,NO
16906,49,No schooling,Arts & Media,31,DIVORCED,YES,3,85385.60627,YES
16925,27,No schooling,Construction ,9,MARRIED,YES,1,76385.60627,YES
16936,38,No schooling,Steel ,20,DIVORCED,YES,2,61385.60627,NO
16981,34,No schooling,Arts & Media,16,DIVORCED,NO,2,57385.60627,YES
17000,29,No schooling,Construction ,11,DIVORCED,NO,0,70385.60627,YES
17011,30,No schooling,Steel ,12,SINGLE,NO,2,58385.60627,NO
17056,52,No schooling,Arts & Media,34,MARRIED,YES,0,73385.60627,NO
17075,44,No schooling,Construction ,26,DIVORCED,NO,0,79385.60627,YES
17086,31,No schooling,Steel ,13,DIVORCED,YES,3,59385.60627,YES
17131,51,No schooling,Arts & Media,33,MARRIED,NO,3,80385.60627,NO
17150,43,No schooling,Construction ,25,SINGLE,NO,1,59385.60627,NO
17161,32,No schooling,Steel ,14,SINGLE,YES,2,85385.60627,YES
17206,46,No schooling,Arts & Media,28,MARRIED,YES,0,73385.60627,YES
17225,55,No schooling,Construction ,37,SINGLE,YES,3,79385.60627,NO
